name,type,gender,country,begin_date,end_date,begin_area_name,begin_area_name_full,begin_area_latlng,area_name,area_name_full,area_latlng
Cornershop,Group,,GB,1991,,Leicester,"Leicester, England, United Kingdom",,United Kingdom,,
Brian Eno,Person,Male,GB,1948-05-15,,Woodbridge,"Woodbridge, Suffolk, England, United Kingdom",,United Kingdom,,
King Gizzard & The Lizard Wizard,Group,,AU,,,Melbourne,"Melbourne, Victoria, Australia",,Australia,,
Dead Confederate,Group,,,2006,,Augusta,"Augusta, Richmond County, Georgia, United States",,Athens,,
Donnie & Joe Emerson,Group,,US,1979,1979,Fruitland,"Fruitland, Stevens County, Washington, United States",,United States,,
Magnolia Electric Co.,Group,,US,2003,,Bloomington,"Bloomington, Monroe County, Indiana, United States",,United States,,
The New Pornographers,Group,,CA,1997,,Vancouver,"Vancouver, British Columbia, Canada",,Canada,,
Jessica Lea Mayfield,Person,Female,US,1989-08-27,,,,,United States,,
Hefner,Person,Male,GB,,,London,"London, England, United Kingdom",,United Kingdom,,
The Halo Benders,Group,,US,1994,,,,,United States,,
Nancy Sinatra,Person,Female,US,1940-06-08,,Jersey City,"Jersey City, Hudson County, New Jersey, United States",,United States,,
Pavement,Group,,US,1989,2000,Stockton,"Stockton, San Joaquin County, California, United States",,United States,,
Mission of Burma,Group,,US,1979,,Boston,"Boston, Suffolk County, Massachusetts, United States",,United States,,
Battles,Group,,US,2002,,New York,"New York, New York, United States",,United States,,
Lightning Bolt,Group,,US,1994,,Providence,"Providence, Providence County, Rhode Island, United States",,United States,,
Pissed Jeans,Group,,US,2004,,Pennsylvania,"Pennsylvania, United States",,United States,,
Marnie Stern,Person,Female,US,1976-03-18,,New York,"New York, New York, United States",,United States,,
Black Dice,Group,,,1997,,Providence,"Providence, Providence County, Rhode Island, United States",,Brooklyn,,
Richard Thompson,Person,Male,GB,1949-04-03,,Notting Hill,"Notting Hill, Kensington and Chelsea, London, England, United Kingdom",,United Kingdom,,
Willie Dunn,Person,Male,CA,1942-08-14,2013-08-05,Montreal,"Montreal, Quebec, Canada",,Canada,,
X‐Ray Spex,Group,,GB,1976,1996,London,"London, England, United Kingdom",,United Kingdom,,
Unknown Mortal Orchestra,Group,,US,2010,,Portland,"Portland, Multnomah County, Oregon, United States",,United States,,
The Exploding Hearts,Group,,US,2001,2003-07-20,,,,United States,,
Diamond Rugs,Group,,US,2011,,Nashville,"Nashville, Davidson County, Tennessee, United States",,United States,,
Black Eyes,Group,,US,2001-08,2004-03,,,,United States,,
T. Rex,Group,,GB,1967,1977-09-16,London,"London, England, United Kingdom",,United Kingdom,,
Royal Headache,Group,,AU,2009,,Sydney,"Sydney, New South Wales, Australia",,Australia,,
庾澄慶,Person,Male,TW,1961-07-28,,Taipei,"Taipei, Taiwan",,Taiwan,,
徐佳瑩,Person,,,1984-12-20,,,,,,,
周杰倫,Person,Male,TW,1979-01-18,,New Taipei City,"New Taipei City, Taiwan",,Taiwan,,
蔡健雅,Person,Female,SG,1975-01-28,,,,,Singapore,,
蔡依林,Person,Female,TW,1980-09-15,,,,,Taiwan,,
丁噹,Person,Female,CN,1983-04-17,,,,,China,,
Hotel Mexico,Group,,JP,,,,,,Japan,,
New Build,Group,,GB,2010,,London,"London, England, United Kingdom",,United Kingdom,,
Pale Seas,Group,,GB,2011-01-01,,,,,United Kingdom,,
Outfit,Group,,GB,,,,,,United Kingdom,,
Stealing Sheep,Group,,GB,2010,,Liverpool,"Liverpool, Merseyside, England, United Kingdom",,United Kingdom,,
Alpines,Group,,GB,2010,,,,,United Kingdom,,
Weird Dreams,Group,,GB,,,,,,United Kingdom,,
2:54,Group,,GB,2010,,London,"London, England, United Kingdom",,United Kingdom,,
Sunless '97,Group,,,,,,,,,,
Theme Park,Group,,,,,,,,,,
Moons,,,,,,,,,,,
Craft Spells,Group,,,2010,,Stockton,"Stockton, San Joaquin County, California, United States",,Seattle,,
Chad Valley,Person,Male,GB,,,Oxford,"Oxford, Oxfordshire, England, United Kingdom",,United Kingdom,,
Clive Tanaka y su Orquesta,Group,,,,,,,,,,
Toro y Moi,Person,Male,US,1986-11-07,,Columbia,"Columbia, Lexington County, South Carolina, United States",,United States,,
Summer Heart,Person,Male,SE,,,,,,Sweden,,
Class Actress,Group,,US,2009,,Greenpoint,"Greenpoint, Brooklyn, New York, New York, United States",,United States,,
Small Black,Group,,US,2009,,Brooklyn,"Brooklyn, New York, New York, United States",,United States,,
BLOOD,Person,Male,CA,,,,,,Canada,,
Atlas Genius,Group,,AU,2009,,,,,Australia,,
Bear Hands,Group,,US,2006,,Brooklyn,"Brooklyn, New York, New York, United States",,United States,,
Ra Ra Riot,Group,,US,2006,,Syracuse,"Syracuse, Onondaga County, New York, United States",,United States,,
Kishi Bashi,Person,Male,US,1975-11-04,,Seattle,"Seattle, King County, Washington, United States",,United States,,
The Tins,Group,,,,,,,,,,
Generationals,Group,,,2008,,New Orleans,"New Orleans, Louisiana, United States",,New Orleans,,
Miniature Tigers,Group,,US,2006,,Phoenix,"Phoenix, Maricopa County, Arizona, United States",,United States,,
Yellow Ostrich,Group,,US,2009,,Appleton,"Appleton, Winnebago County, Wisconsin, United States",,United States,,
Various Cruelties,Group,,,,,,,,,,
GIVERS,Group,,US,2009,,Lafayette,"Lafayette, Lafayette Parish, Louisiana, United States",,United States,,
Alex Winston,Person,Female,US,1987-09-28,,,,,United States,,
Geographer,Group,,US,2008,,San Francisco,"San Francisco, California, United States",,United States,,
Wild Belle,Group,,US,2011,,Chicago,"Chicago, Cook County, Illinois, United States",,United States,,
Tanlines,Group,,US,2008-04-09,,Brooklyn,"Brooklyn, New York, New York, United States",,United States,,
Chappo,Group,,US,2007,,Brooklyn,"Brooklyn, New York, New York, United States",,United States,,
PAPA,Group,,,,,"Encino, Los Angeles","Encino, Los Angeles, Los Angeles County, California, United States",,Los Angeles,,
The dB’s,Group,,US,1978,,Winston-Salem,"Winston-Salem, Forsyth County, North Carolina, United States",,United States,,
Emma Pollock,Person,Female,GB,,,Glasgow,"Glasgow, Scotland, United Kingdom",,United Kingdom,,
Hot Snakes,Group,,US,1999,2005,,,,United States,,
Malcolm Middleton,Person,Male,GB,1973-12-31,,Dumfries,"Dumfries, Dumfries and Galloway, Scotland, United Kingdom",,United Kingdom,,
Les Savy Fav,Group,,US,1995,,Providence,"Providence, Providence County, Rhode Island, United States",,United States,,
Sluts of Trust,Group,,GB,,,,,,United Kingdom,,
mclusky,Group,,GB,1996,2005-01-07,Cardiff,"Cardiff, Wales, United Kingdom",,United Kingdom,,
…And You Will Know Us by the Trail of Dead,Group,,US,1994,,Austin,"Austin, Travis County, Texas, United States",,United States,,
Chavez,Group,,US,1993,,New York,"New York, New York, United States",,United States,,
The Twilight Sad,Group,,GB,2003,,Kilsyth,"Kilsyth, North Lanarkshire, Scotland, United Kingdom",,United Kingdom,,
The Delgados,Group,,GB,1995,2005-04,Motherwell,"Motherwell, North Lanarkshire, Scotland, United Kingdom",,United Kingdom,,
Future of the Left,Group,,GB,2005,,Cardiff,"Cardiff, Wales, United Kingdom",,United Kingdom,,
Unwound,Group,,,1991,2002,Tumwater,"Tumwater, Thurston County, Washington, United States",,Olympia,,
The Jon Spencer Blues Explosion,Group,,US,1991,,New York,"New York, New York, United States",,United States,,
The Jesus Lizard,Group,,US,1987,1999,Austin,"Austin, Travis County, Texas, United States",,United States,,
Sparklehorse,Group,,US,1995,2010,Richmond,"Richmond, Virginia, United States",,United States,,
The Magnetic Fields,Group,,US,1990,,Boston,"Boston, Suffolk County, Massachusetts, United States",,United States,,
The Replacements,Group,,US,1979,1991,Minneapolis,"Minneapolis, Hennepin County, Minnesota, United States",,United States,,
Built to Spill,Group,,US,1992,,Boise,"Boise, Ada County, Idaho, United States",,United States,,
Pixies,Group,,US,1986,,Boston,"Boston, Suffolk County, Massachusetts, United States",,United States,,
Spoon,,,,,,,,,,,
Dinosaur Jr.,Group,,US,1984,,Amherst,"Amherst, Hampshire County, Massachusetts, United States",,United States,,
Galaxie,Group,,,2002,,,,,Montreal,,
The Breeders,Group,,US,1989,,Boston,"Boston, Suffolk County, Massachusetts, United States",,United States,,
The Olivia Tremor Control,Group,,US,1992,,Ruston,"Ruston, Lincoln Parish, Louisiana, United States",,United States,,
Teenage Fanclub,Group,,GB,1989,,Bellshill,"Bellshill, North Lanarkshire, Scotland, United Kingdom",,United Kingdom,,
Mercury Rev,Group,,US,1989,,Buffalo,"Buffalo, Erie County, New York, United States",,United States,,
Yo La Tengo,Group,,,1984,,Hoboken,"Hoboken, Hudson County, New Jersey, United States",,Hoboken,,
Grandaddy,Group,,US,1992,2006-01-27,Modesto,"Modesto, Stanislaus County, California, United States",,United States,,
Adebisi Shank,Group,,IE,2007,,,,,Ireland,,
Giraffes? Giraffes!,Group,,,2004,,Santa Cruz,"Santa Cruz, Santa Cruz County, California, United States",,,,
Tera Melos,Group,,US,2004,,,,,United States,,
Auto!Automatic!!,Group,,US,2003,,Tampa,"Tampa, Hillsborough County, Florida, United States",,United States,,
Don Caballero,Group,,US,1991,,Pittsburgh,"Pittsburgh, Allegheny County, Pennsylvania, United States",,United States,,
Enemies,Group,,NO,,,,,,Norway,,
You Slut!,Group,,GB,2004,,,,,United Kingdom,,
LITE,Group,,JP,2003,,Japan,Japan,,Japan,,
Sweep the Leg Johnny,Group,,US,,,,,,United States,,
Superhuman Happiness,Group,,US,2008,,,,,United States,,
Goldroom,Person,Male,US,,,,,,United States,,
Vinyl Thief,,,,,,,,,,,
Ivan & Alyosha,Group,,US,2007,,Seattle,"Seattle, King County, Washington, United States",,United States,,
Panama,Group,,IT,,,,,,Italy,,
Penguin Prison,Person,Male,GB,,,Upper East Side,"Upper East Side, Manhattan, New York, New York, United States",,United Kingdom,,
Stop Light Observations,Group,,,,,,,,Charleston,,
Priory,Group,,US,,,,,,United States,,
Flor de mal,Group,,IT,1989,,,,,Italy,,
Polyphonics,,,,,,,,,,,
Dresses,Group,,,,,,,,Portland,,
Bishop,Person,,US,,,,,,United States,,
Brooke Waggoner,Person,Female,US,1984,,,,,United States,,
Tora,,,,,,,,,,,
Simple Minds,Group,,GB,1977,,Glasgow,"Glasgow, Scotland, United Kingdom",,United Kingdom,,
Michael Sembello,Person,Male,US,1954-04-17,,Philadelphia,"Philadelphia, Philadelphia County, Pennsylvania, United States",,United States,,
Paul Young,Person,Male,GB,1956-01-17,,Luton,"Luton, England, United Kingdom",,United Kingdom,,
The Korgis,Group,,GB,1979,,Bath,"Bath, Somerset, England, United Kingdom",,United Kingdom,,
Alison Moyet,Person,Female,GB,1961-06-18,,,,,United Kingdom,,
Bryan Ferry,Person,Male,GB,1945-09-26,,Washington,"Washington, Sunderland, Tyne and Wear, England, United Kingdom",,United Kingdom,,
Irene Cara,Person,Female,US,1959-03-18,,The Bronx,"The Bronx, New York, New York, United States",,United States,,
Sigue Sigue Sputnik,Group,,GB,1984,,,,,United Kingdom,,
Greg Kihn Band,Group,,US,1978,,,,,United States,,
Nik Kershaw,Person,Male,GB,1958-03-01,,Bristol,"Bristol, England, United Kingdom",,United Kingdom,,
Spandau Ballet,Group,,GB,1979,1990,Islington,"Islington, London, England, United Kingdom",,United Kingdom,,
Frankie Goes to Hollywood,Group,,GB,1982-08,1987-04,Liverpool,"Liverpool, Merseyside, England, United Kingdom",,United Kingdom,,
Level 42,Group,,GB,1980,,,,,United Kingdom,,
The Motors,Group,,GB,1977,,,,,United Kingdom,,
Jimmy Somerville,Person,Male,GB,1961-06-22,,Glasgow,"Glasgow, Scotland, United Kingdom",,United Kingdom,,
Yazz,Person,Female,GB,1960-05-19,,,,,United Kingdom,,
Yazoo,Group,,GB,1982,1983,Basildon,"Basildon, Essex, England, United Kingdom",,United Kingdom,,
Climie Fisher,Group,,GB,1987,1990,,,,United Kingdom,,
Kelly Marie,Person,Female,GB,1957-10-16,,,,,United Kingdom,,
The Communards,Group,,GB,1985,1988,,,,United Kingdom,,
The Maisonettes,Group,,GB,1982,1984,,,,United Kingdom,,
Boy George,Person,Male,GB,1961-06-14,,Bexley,"Bexley, London, England, United Kingdom",,United Kingdom,,
Red Box,Group,,GB,1978,,,,,United Kingdom,,
Black,Person,,,,,,,,,,
Elton John,Person,Male,GB,1947-03-25,,Pinner,"Pinner, Harrow, London, England, United Kingdom",,United Kingdom,,
Bill Medley,Person,Male,US,1940-09-19,,Los Angeles,"Los Angeles, Los Angeles County, California, United States",,United States,,
Lobo Ismail,Person,Male,JO,,,,,,Jordan,,
Talulah Gosh,Group,,GB,1986,1988,Oxford,"Oxford, Oxfordshire, England, United Kingdom",,United Kingdom,,
This Poison!,Group,,GB,1985,1988,,,,United Kingdom,,
The Wolfhounds,Group,,GB,1985,1990,,,,United Kingdom,,
Northern Picture Library,Group,,,1993,1995,,,,,,
Close Lobsters,Group,,GB,,,,,,United Kingdom,,
The Orchids,Group,,GB,1986,,,,,United Kingdom,,
Another Sunny Day,Group,,GB,1987,1992,,,,United Kingdom,,
The Weather Prophets,Group,,GB,1986,1988,,,,United Kingdom,,
The Hit Parade,Group,,GB,1984,,,,,United Kingdom,,
The Popguns,Group,,GB,1986,,,,,United Kingdom,,
The Sea and Cake,Group,,US,1994,,Chicago,"Chicago, Cook County, Illinois, United States",,United States,,
The Fixx,Group,,GB,1980,,,,,United Kingdom,,
Romeo Void,Group,,US,1979,1985,,,,United States,,
Red Rockers,Group,,US,1979,,,,,United States,,
The Smithereens,Group,,US,1980,,Carteret,"Carteret, Middlesex County, New Jersey, United States",,United States,,
Love and Rockets,Group,,GB,1984,1999,,,,United Kingdom,,
A Flock of Seagulls,Group,,GB,1980,,,,,United Kingdom,,
The Psychedelic Furs,Group,,GB,1978,,,,,United Kingdom,,
Modern English,Group,,GB,1979,,,,,United Kingdom,,
Shriekback,Group,,GB,1981,,,,,United Kingdom,,
Naked Eyes,Group,,GB,,,,,,United Kingdom,,
The Power Station,Group,,US,1984,1985,,,,United States,,
Thomas Dolby,Person,Male,GB,1958-10-14,,London,"London, England, United Kingdom",,United Kingdom,,
The Mighty Lemon Drops,Group,,GB,1985,1992,Wolverhampton,"Wolverhampton, West Midlands, England, United Kingdom",,United Kingdom,,
Thompson Twins,Group,,GB,1977,1993,,,,United Kingdom,,
The Beat,Group,,GB,1979-03,,Birmingham,"Birmingham, West Midlands, England, United Kingdom",,United Kingdom,,
Oingo Boingo,Group,,US,1972,1995-10-31,Los Angeles,"Los Angeles, Los Angeles County, California, United States",,United States,,
The Dream Academy,Group,,GB,1983,1991,,,,United Kingdom,,
Adam Ant,Person,Male,GB,1954-11-03,,Marylebone,"Marylebone, Westminster, London, England, United Kingdom",,United Kingdom,,
'Til Tuesday,Group,,US,1983,1990,Boston,"Boston, Suffolk County, Massachusetts, United States",,United States,,
General Public,Group,,GB,,,,,,United Kingdom,,
The Plimsouls,Group,,US,1978,2007,Paramount,"Paramount, Los Angeles County, California, United States",,United States,,
Animotion,Group,,US,1983,,,,,United States,,
The Motels,Group,,US,1975,,,,,United States,,
Book of Love,Group,,US,,,,,,United States,,
The Icicle Works,Group,,GB,1980,,,,,United Kingdom,,
Arty,,,,,,,,,,,
Cosmic Gate,Group,,DE,1998-11,,Krefeld,"Krefeld, Nordrhein-Westfalen, Germany",,Germany,,
Stevy Forello,,,,,,,,,,,
Daniel Kandi,Person,,DK,1983-11-29,,,,,Denmark,,
Ilan Bluestone,Person,Male,,,,,,,London,,
Above,Group,,,,,,,,,,
Ultimate,Group,,,2008,,,,,Shchyolkovo,,
Dimension,Person,Male,,,,,,,,,
Mat Zo,Person,Male,GB,,,,,,United Kingdom,,
Armin van Buuren,Person,Male,NL,1976-12-25,,Leiden,"Leiden, Zuid-Holland, Netherlands",,Netherlands,,
Gareth Emery,Person,Male,GB,1980-07-18,,Southampton,"Southampton, England, United Kingdom",,United Kingdom,,
Andy Blueman,Person,Male,SI,1982-09-04,,,,,Slovenia,,
Super8 & Tab,Group,,FI,2005,,,,,Finland,,
Lyres,Group,,US,1979,,Boston,"Boston, Suffolk County, Massachusetts, United States",,United States,,
Gore Gore Girls,Group,,US,1997,,Detroit,"Detroit, Wayne County, Michigan, United States",,United States,,
The Cynics,Group,,US,1983,,Pittsburgh,"Pittsburgh, Allegheny County, Pennsylvania, United States",,United States,,
The Gories,Group,,US,1986,1992,Detroit,"Detroit, Wayne County, Michigan, United States",,United States,,
The Detroit Cobras,Group,,US,1996,,Detroit,"Detroit, Wayne County, Michigan, United States",,United States,,
The Dirtbombs,Group,,US,1996,,Detroit,"Detroit, Wayne County, Michigan, United States",,United States,,
The Paybacks,Group,,US,,,Detroit,"Detroit, Wayne County, Michigan, United States",,United States,,
The Fleshtones,Group,,US,1976,,Queens,"Queens, New York, New York, United States",,United States,,
Mr. Airplane Man,Group,,,,,,,,,,
Thee Headcoatees,Group,,GB,1991,1999,Kent,"Kent, England, United Kingdom",,United Kingdom,,
The Forty-Fives,,,,,,,,,,,
The Launderettes,Group,,NO,1996,,,,,Norway,,
The BellRays,Group,,US,1991,,,,,United States,,
The Bloody Hollies,Group,,US,2000,,,,,United States,,
The Go,Group,,US,1998,,Detroit,"Detroit, Wayne County, Michigan, United States",,United States,,
Heavy Trash,Group,,,2005,,,,,,,
The Fuzztones,Group,,US,1980,,New York,"New York, New York, United States",,United States,,
The Charms,Group,,US,,,,,,United States,,
The Urges,Group,,,,,,,,,,
The Hentchmen,Group,,US,1992-10,,Detroit,"Detroit, Wayne County, Michigan, United States",,United States,,
The Len Price 3,Group,,,,,,,,,,
The Pandoras,Group,,US,1981,,Los Angeles,"Los Angeles, Los Angeles County, California, United States",,United States,,
The Maharajas,,,,,,,,,,,
Chain and The Gang,Group,,US,,,,,,United States,,
John Prine,Person,Male,,1946-10-10,,Maywood,"Maywood, Cook County, Illinois, United States",,Nashville,,
Mazzy Star,Group,,US,1989,,Santa Monica,"Santa Monica, Los Angeles County, California, United States",,United States,,
Mick Ronson,Person,Male,GB,1946-05-26,1993-04-29,Kingston upon Hull,"Kingston upon Hull, England, United Kingdom",,United Kingdom,,
Reigning Sound,Group,,US,2001,,Memphis,"Memphis, Shelby County, Tennessee, United States",,United States,,
Colleen Green,Person,Female,,1984-10-23,,Dunstable,"Dunstable, Middlesex County, Massachusetts, United States",,Los Angeles,,
Bloodhound Gang,Group,,US,1994,,King of Prussia,"King of Prussia, Upper Merion Township, Montgomery County, Pennsylvania, United States",,United States,,
Marcy Playground,Group,,US,1997,,,,,United States,,
Gin Blossoms,Group,,US,1987,,Tempe,"Tempe, Maricopa County, Arizona, United States",,United States,,
Hana,,,,,,,,,,,
M.I.A.,Group,,AR,1975,1980,Argentina,Argentina,,Argentina,,
Lianne La Havas,Person,Female,GB,1989-08-23,,London,"London, England, United Kingdom",,United Kingdom,,
Chromatics,Group,,US,2001,,Portland,"Portland, Multnomah County, Oregon, United States",,United States,,
LUM,Person,Male,CA,,,,,,Canada,,
Flip,Person,Male,AT,,,,,,Austria,,
Deptford Goth,Person,Male,GB,,,,,,United Kingdom,,
Big Scary,Group,,AU,2006,,Melbourne,"Melbourne, Victoria, Australia",,Australia,,
Vérité,Person,Female,,,,New York,"New York, New York, United States",,New York,,
Yuna,Person,Female,MY,1986-11-14,,Kedah,"Kedah, Malaysia",,Malaysia,,
Dom La Nena,Person,Female,BR,1989,,Porto Alegre,"Porto Alegre, Rio Grande do Sul, Brazil",,Brazil,,
The Drums,Group,,US,2006,,Brooklyn,"Brooklyn, New York, New York, United States",,United States,,
Chet Baker,Person,Male,US,1929-12-23,1988-05-13,Yale,"Yale, Payne County, Oklahoma, United States",,United States,,
Anna Wise,Person,Female,,,2010-03,,,,,,
The Dead Milkmen,Group,,US,1979,,,,,United States,,
The Proclaimers,Group,,GB,1986,,Auchtermuchty,"Auchtermuchty, Fife, Scotland, United Kingdom",,United Kingdom,,
Carly Simon,Person,Female,US,1945-06-25,,New York,"New York, New York, United States",,United States,,
Laura Branigan,Person,Female,US,1952-07-03,2004-08-26,Brewster,"Brewster, Southeast, Putnam County, New York, United States",,United States,,
Klymaxx,Group,,US,1979,1994,,,,United States,,
The Jets,Group,,NL,,,,,,Netherlands,,
Pebbles,Person,Female,US,1966-08-29,,,,,United States,,
Sheila E.,Person,Female,US,1957-12-12,,Oakland,"Oakland, Alameda County, California, United States",,United States,,
Men at Work,Group,,AU,1979,1985,,,,Australia,,
a-ha,Group,,NO,1983,,Oslo,"Oslo, Norway",,Norway,,
